"id","name","fullName","activeIngridient","activeMoiety","routeOfAdministration","drugbank_id","genericMedicine","representedOrganization"
2091,"Sodium Chloride","Sodium Chloride (Irrigant)","Sodium Chloride","sodium chloride","Irrigation","","Sodium Chloride","Baxter Healthcare Corporation"
2092,"Benadryl","Benadryl (Injection, Solution)","Diphenhydramine Hydrochloride","Diphenhydramine","Intramuscular","","Diphenhydramine Hydrochloride","Parke-Davis"
2093,"Cefizox","Cefizox (Solution)","Ceftizoxime Sodium","Ceftizoxime","Intravenous","","Ceftizoxime sodium","Astellas Pharma US, Inc."
2094,"Hydrocortisone","Hydrocortisone (Tablet)","Hydrocortisone","HYDROCORTISONE","Oral","DB00741","Hydrocortisone","Glades Pharmaceuticals, LLC"
2095,"Lidocaine","Lidocaine (Ointment)","lidocaine","lidocaine","Topical","DB00281","Lidocaine","E. FOUGERA and CO."
2096,"Carisoprodol","Carisoprodol (Tablet)","Carisoprodol","Carisoprodol","Oral","DB00395","Carisoprodol","West-ward Pharmaceutical Corp"
2097,"Paclitaxel","Paclitaxel (Injection, Solution)","paclitaxel","paclitaxel","Intravenous","DB01229","Paclitaxel","Teva Parenteral Medicines"
2098,"Diphenoxylate Hydrochloride and Atropine Sulfate","Diphenoxylate Hydrochloride and Atropine Sulfate (Solution)","DIPHENOXYLATE HYDROCHLORIDE","DIPHENOXYLATE","Oral","","Diphenoxylate Hydrochloride and Atropine Sulfate","Roxane"
2099,"Tropicamide","Tropicamide (Solution/ Drops)","TROPICAMIDE","TROPICAMIDE","Ophthalmic","DB00809","Tropicamide","Bausch&Lomb Incorporated"
2100,"Betamethasone Dipropionate","Betamethasone Dipropionate (Gel)","betamethasone dipropionate","betamethasone","Topical","","Betamethasone Dipropionate","E. FOUGERA and CO."
2101,"ARRANON","ARRANON (Injection)","nelarabine","nelarabine","Intravenous","DB01280","nelarabine","GlaxoSmithKline"
2102,"CELESTONE","CELESTONE (Solution)","Betamethasone","Betamethasone","Oral","DB00443","Betamethasone","Schering Corporation"
2103,"SUBLIMAZE","SUBLIMAZE (Injection, Solution)","fentanyl citrate","fentanyl","Intravenous","","fentanyl citrate","Taylor Pharmaceuticals"
2104,"Enalaprilat","Enalaprilat (Injection, Solution)","enalaprilat","enalaprilat","Intravenous","","Enalaprilat","Mayne Pharma (USA) Inc."
2105,"PRAVACHOL","PRAVACHOL (Tablet)","pravastatin sodium","pravastatin","Oral","","PRAVASTATIN SODIUM","Bristol-Myers Squibb"
2106,"Glimepiride","Glimepiride (Tablet)","Glimepiride","Glimepiride","Oral","DB00222","GLIMEPIRIDE","COREPHARMA LLC."
2107,"Prednicarbate","Prednicarbate (Cream)","prednicarbate","prednicarbate","Topical","DB01130","prednicarbate","E. Fougera&Co."
2108,"Lidocaine Hydrochloride","Lidocaine Hydrochloride (Injection, Solution)","Lidocaine Hydrochloride","Lidocaine","Retrobulbar","","Lidocaine Hydrochloride","Hospira, Inc."
2109,"ISENTRESS","ISENTRESS (Tablet, Film Coated)","raltegravir","raltegravir","Oral","","raltegravir","Merck&Co., Inc."
2110,"Solaraze","Solaraze (Gel)","diclofenac sodium","diclofenac","Topical","","diclofenac sodium","DOAK DERMATOLOGICS"
2111,"DOBUTamine Hydrochloride","DOBUTamine Hydrochloride (Injection, Solution, Concentrate)","Dobutamine Hydrochloride","Dobutamine","Intravenous","","Dobutamine Hydrochloride","HOSPIRA, INC."
2112,"CANASA","CANASA (Suppository)","mesalamine","mesalamine","Rectal","","mesalamine","Axcan Pharma US, Inc."
2113,"Lescol","Lescol (Capsule)","fluvastatin sodium","fluvastatin","Oral","","fluvastatin sodium","Novartis Pharmaceuticals Corporation"
2114,"Isolyte M in Dextrose","Isolyte M in Dextrose (Injection)","Dextrose monohydrate","Dextrose","Intravenous","","Dextrose monohydrate, sodium acetate,  potassium chloride, potassium phosphate, and sodium chloride","B. Braun Medical Inc."
2115,"AUGMENTIN ES","AUGMENTIN ES (Suspension)","amoxicillin","amoxicillin","Oral","","amoxicillin and clavulanate potassium","GlaxoSmithKline"
2116,"CERETEC","CERETEC (Injection, Powder, Lyophilized, For Solution)","Exametazime","Exametazime","Intravenous","","Exametazime","GE Healthcare, Medi-Physics, Inc."
2117,"Trasylol","Trasylol (Solution)","aprotinin bovine","aprotinin bovine","Intravenous","","aprotinin bovine","Bayer Pharmaceuticals Corporation"
2118,"PREDNISOLONE SODIUM PHOSPHATE","PREDNISOLONE SODIUM PHOSPHATE (Solution/ Drops)","PREDNISOLONE SODIUM PHOSPHATE","PREDNISOLONE","Ophthalmic","","PREDNISOLONE SODIUM PHOSPHATE","Bausch&Lomb Incorporated"
2119,"Albuterol Sulfate","Albuterol Sulfate (Syrup)","Albuterol sulfate","albuterol","Oral","","Albuterol Sulfate","TEVA PHARMACEUTICALS USA"
2120,"CAFERGOT","CAFERGOT (Suppository)","caffeine","caffeine","Rectal","","ergotamine tartrate and caffeine","Novartis Pharmaceuticals Corporation"
2121,"Definity","Definity (Injection, Suspension)","Perflutren","Perflutren","Intravenous","DB00556","Perflutren","Bristol-Myers Squibb Medical Imaging"
2122,"Leucovorin Calcium","Leucovorin Calcium (Tablet)","leucovorin calcium","leucovorin","Oral","","Leucovorin Calcium","Roxane Laboratories, Inc."
2123,"Ketorolac Tromethamine","Ketorolac Tromethamine (Injection, Solution)","Ketorolac Tromethamine","Ketorolac","Intramuscular","","Ketorolac Tromethamine","Hospira, Inc."
2124,"Mannitol","Mannitol (Injection, Solution)","Mannitol","Mannitol","Intravenous","DB00742","Mannitol","Hospira"
2125,"Aminonide","Aminonide (Cream)","Amcinonide","Amcinonide","Topical","","Aminonide","E. FOUGERA and CO."
2126,"Humatin","Humatin (Capsule)","Paromomycin Sulfate","Paromomycin","Oral","","Paromomycin Sulfate","Monarch Pharmaceuticals, Inc."
2127,"Hydroxyzine Hydrochloride","Hydroxyzine Hydrochloride (Injection, Solution)","Hydroxyzine hydrochloride","Hydroxyzine","Intramuscular","","Hydroxyzine Hydrochloride","AMERICAN REGENT LABORTORIES, INC."
2128,"Mirtazapine","Mirtazapine (Tablet, Orally Disintegrating)","Mirtazapine","Mirtazapine","Oral","DB00370","Mirtazapine","Teva Pharmaceticals USA"
2129,"Ramipril","Ramipril (Capsule)","Ramipril","ramipril","Oral","DB00178","Ramipril","InvaGen Pharmaceuticals, Inc"
2130,"Flutamide","Flutamide (Capsule)","Flutamide","Flutamide","Oral","DB00499","Flutamide","Par Pharmaceutical Inc."
2131,"Junel  1/20","Junel  1/20 (Tablet)","NORETHINDRONE ACETATE","NORETHINDRONE","Oral","","norethindrone acetate and ethinyl estradiol","BARR LABORATORIES, INC."
2132,"piroxicam","piroxicam (Capsule)","piroxicam","piroxicam","Oral","DB00554","piroxicam","GENPHARM INC."
2133,"Bystolic","Bystolic (Tablet)","nebivolol hydrochloride","nebivolol","Oral","","nebivolol hydrochloride","Forest Pharmaceuticals Inc."
2134,"Potassium Chloride","Potassium Chloride (Injection, Solution)","Potassium Chloride","Potassium Chloride","Intravenous","DB00761","Potassium Chloride","HOSPIRA, INC."
2135,"Numorphan","Numorphan (Injection)","oxymorphone hydrochloride","oxymorphone","Parenteral","","Oxymorphone Hydrochloride","Endo Pharmaceuticals Inc."
2136,"Isosorbide Dinitrate","Isosorbide Dinitrate (Tablet)","Isosorbide Dinitrate","Isosorbide Dinitrate","Oral","DB00883","Isosorbide Dinitrate","West-ward Pharmaceutical Corp."
2137,"Ciclopirox","Ciclopirox (Cream)","Ciclopirox Olamine","Ciclopirox","Topical","","Ciclopirox Olamine","E. FOUGERA&CO."
2138,"GANITE","GANITE (Injection, Solution, Concentrate)","Gallium nitrate","Gallium cation","Intravenous","DB05260","Gallium nitrate","Genta Incorporated"
2139,"ERBITUX","ERBITUX (Injection)","cetuximab","cetuximab","Intravenous","DB00002","CETUXIMAB","Bristol-Myers Squibb"
2140,"Darvon-N","Darvon-N (Tablet, Film Coated)","propoxyphene napsylate","propoxyphene","Oral","","propoxyphene napsylate","Xanodyne"
2141,"Sterile Water","Sterile Water (Injection, Solution)","Water","water","Intravenous","","Water","Baxter Healthcare Corporation"
2142,"Loperamide Hydrochloride","Loperamide Hydrochloride (Capsule)","Loperamide Hydrochloride","Loperamide","Oral","","Loperamide Hydrochloride","TEVA PHARMACEUTICALS USA"
2143,"SINGULAIR","SINGULAIR (Granule)","montelukast sodium","montelukast","Oral","","montelukast sodium","Merck&Co., Inc."
2144,"Gastrografin","Gastrografin (Liquid)","diatrizoate meglumine","diatrizoic acid","Oral","","diatrizoate meglumine and diatrizoate sodium","Bracco Diagnostics Inc."
2145,"Protopic","Protopic (Ointment)","Tacrolimus","Tacrolimus","Topical","DB00864","Tacrolimus","Astellas Pharma US, Inc."
2146,"Methadone Hydrochloride","Methadone Hydrochloride (Solution)","METHADONE HYDROCHLORIDE","METHADONE","Oral","","Methadone Hydrochloride","Roxane Laboratories, Inc."
2147,"Nitroglycerin","Nitroglycerin (Injection, Solution)","nitroglycerin","nitroglycerin","Intravenous","DB00727","Nitroglycerin","American Regent Laboratories"
2148,"Fentanyl Citrate","Fentanyl Citrate (Injection, Solution)","fentanyl citrate","fentanyl","Intramuscular","","Fentanyl Citrate","Baxter Healthcare Corporation"
2149,"Fluphenazine Decanoate","Fluphenazine Decanoate (Injection)","fluphenazine decanoate","fluphenazine","Intramuscular","","Fluphenazine Decanoate","Bedford Laboratories"
2150,"Ketoconazole","Ketoconazole (Tablet)","Ketoconazole","Ketoconazole","Oral","DB01026","Ketoconazole","Taro Pharmaceuticals U.S.A., Inc."
2151,"GlipiZIDE and Metformin Hydrochloride","GlipiZIDE and Metformin Hydrochloride (Tablet, Coated)","Glipizide","Glipizide","Oral","","Glipizide and Metformin hydrochloride","Sandoz Inc."
2152,"Lusedra","Lusedra (Injection)","fospropofol disodium","fospropofol","Intravenous","","fospropofol disodium","Eisai Inc."
2153,"Divigel","Divigel (Gel)","estradiol","estradiol","Topical","DB00783","estradiol","Upsher-Smith Laboratories, Inc."
2154,"Sodium Chloride","Sodium Chloride (Irrigant)","Sodium Chloride","sodium chloride","Irrigation","","Sodium Chloride","Baxter Healthcare Corporation"
2155,"Tegretol","Tegretol (Tablet, Chewable)","carbamazepine","carbamazepine","Oral","DB00564","carbamazepine","Novartis Pharmaceuticals Corporation"
2156,"CELEBREX","CELEBREX (Capsule)","Celecoxib","Celecoxib","Oral","DB00482","Celecoxib","Pfizer Inc."
2157,"Dipyridamole","Dipyridamole (Injection, Solution)","Dipyridamole","Dipyridamole","Intravenous","DB00975","Dipyridamole","HOSPIRA, INC."
2158,"Kaletra","Kaletra (Capsule, Liquid Filled)","Lopinavir","Lopinavir","Oral","","lopinavir and ritonavir","Abbott Laboratories"
2159,"Cefuroxime axetil","Cefuroxime axetil (Tablet)","Cefuroxime Axetil","Cefuroxime","Oral","","Cefuroxime axetil","Aurobindo Pharma Limited"
2160,"Pilocarpine Hydrochloride","Pilocarpine Hydrochloride (Tablet, Film Coated)","Pilocarpine Hydrochloride","Pilocarpine","Oral","","Pilocarpine Hydrochloride","Lannett Company, Inc."
2161,"Desonide","Desonide (Cream)","Desonide","Desonide","Topical","DB01260","Desonide","Perrigo New York"
2162,"Profenal","Profenal (Solution)","suprofen","suprofen","Ophthalmic","DB00870","suprofen","Alcon Laboratories, Inc."
2163,"Methazolamide","Methazolamide (Tablet)","methazolamide","methazolamide","Oral","DB00703","Methazolamide","EFFCON LABORATORIES, INC."
2164,"Sotalol Hydrochloride","Sotalol Hydrochloride (Tablet)","Sotalol Hydrochloride","Sotalol","Oral","","Sotalol Hydrochloride","TEVA PHARMACEUTICALS USA"
2165,"Cephalexin","Cephalexin (Capsule)","Cephalexin","Cephalexin","Oral","DB00567","Cephalexin","Aurobindo Pharma Limited"
2166,"Synagis","Synagis (Injection, Solution)","palivizumab","palivizumab","Intramuscular","DB00110","palivizumab","MedImmune, Inc."
2167,"Soltamox","Soltamox (Solution)","tamoxifen citrate","tamoxifen","Oral","","tamoxifex citrate","Rosemont Pharmaceuticals Ltd"
2168,"FLOLAN","FLOLAN (Powder)","epoprostenol sodium","epoprostenol","Intravenous","","epoprostenol sodium","GlaxoSmithKline"
2169,"Dextrose and Sodium Chloride","Dextrose and Sodium Chloride (Injection)","Dextrose monohydrate","Dextrose","Intravenous","","Dextrose monohydrate and sodium chloride","B. Braun Medical Inc."
2170,"Ondansetron","Ondansetron (Injection)","Ondansetron Hydrochloride","Ondansetron","Intravenous","DB00904","Ondansetron","Baxter Healthcare Corporation"
2171,"oxandrolone","oxandrolone (Tablet)","oxandrolone","oxandrolone","Oral","DB00621","oxandrolone","UPSHER-SMITH LABORATORIES, INC."
2172,"OLUX","OLUX (Aerosol, Foam)","clobetasol propionate","clobetasol","Topical","","clobetasol propionate","Connetics Corporation"
2173,"Sodium Chloride","Sodium Chloride (Injection, Solution)","Sodium Chloride","Sodium Chloride","Intravenous","","Sodium Chloride","HOSPIRA, INC."
2174,"Voltaren","Voltaren (Solution)","DICLOFENAC SODIUM","DICLOFENAC","Ophthalmic","","diclofenac sodium","Novartis Pharmaceuticals Corporation"
2175,"Minoxidil","Minoxidil (Tablet)","Minoxidil","Minoxidil","Oral","DB00350","Minoxidil","Par Pharmaceutical Inc"
2176,"Cedax","Cedax (Capsule)","ceftibuten dihydrate","ceftibuten","Oral","","ceftibuten dihydrate","Shionogi USA"
2177,"BACTROBAN","BACTROBAN (Ointment)","mupirocin calcium","mupirocin","Topical","","mupirocin calcium","GlaxoSmithKline"
2178,"FENTORA","FENTORA (Tablet)","FENTANYL CITRATE","FENTANYL","Oral","","fentanyl citrate","Cephalon, Inc."
2179,"Tamoxifen Citrate","Tamoxifen Citrate (Tablet)","Tamoxifen Citrate","Tamoxifen","Oral","","Tamoxifen Citrate","Andrx Pharmaceuticals, Inc."
2180,"flunisolide","flunisolide (Solution)","Flunisolide","flunisolide","Nasal","DB00180","flunisolide","Apotex Corp."
2181,"Amoxicillin and Clavulanate Potassium","Amoxicillin and Clavulanate Potassium (Tablet, Film Coated)","Amoxicillin","amoxicillin","Oral","","Amoxicillin and Clavulanate Potassium","Sandoz Inc."
2182,"Robaxin","Robaxin (Injection, Solution)","methocarbamol","methocarbamol","Intramuscular","DB00423","methocarbamol","Baxter Healthcare Corporation"
2183,"Daunorubicin Hydrochloride","Daunorubicin Hydrochloride (Injection)","daunorubicin hydrochloride","daunorubicin","Intravenous","","Daunorubicin Hydrochloride","Bedford Laboratories"
2184,"Vasocidin","Vasocidin (Solution)","Prednisolone sodium phosphate","Prednisolone","Ophthalmic","","Prednisolone sodium phosphate and Sulfacetamide sodium","Novartis Ophthalmics"
2185,"CombiPatch","CombiPatch (Patch, Extended Release)","estradiol","estradiol","Transdermal","","estradiol and norethindrone acetate","Novartis Pharmaceuticals Corp."
2186,"Meloxicam","Meloxicam (Tablet)","Meloxicam","Meloxicam","Oral","DB00814","Meloxicam","Genpharm Inc."
2187,"Venlafaxine","Venlafaxine (Tablet, Extended Release)","venlafaxine hydrochloride","venlafaxine","Oral","","Venlafaxine hydrochloride","Osmotica Pharmaceutical Corp."
2188,"Pitocin","Pitocin (Injection)","oxytocin","oxytocin","Intravenous","DB00107","oxytocin","Watson Laboratories, Inc."
2189,"Sterile Water","Sterile Water (Injection)","Water","water","Intravenous","","Water","B. Braun Medical Inc."
2190,"Milrinone Lactate in Dextrose","Milrinone Lactate in Dextrose (Injection)","Milrinone Lactate","Milrinone","Intravenous","","Milrinone Lactate","Baxter Healthcare Corporation"
2191,"Propranolol Hydrochloride","Propranolol Hydrochloride (Solution)","propranolol hydrochloride","propranolol","Oral","","Propranolol Hydrochloride","Roxane"
2192,"Cromolyn Sodium","Cromolyn Sodium (Solution)","Cromolyn Sodium","Cromolyn","Intrabronchial","","Cromolyn Sodium","IVAX Pharmaceuticals, Inc."
2193,"MoviPrep","MoviPrep (Solution)","polyethylene glycol 3350","polyethylene glycol 3350","Oral","","polyethylene glycol 3350, Sodium Sulfate, Sodium Chloride, Potassium Chloride, Sodium Ascorbate and Ascorbic Acid","Salix Pharmaceuticals, Inc."
2194,"XIBROM","XIBROM (Solution)","bromfenac sodium","bromfenac","Ophthalmic","","Bromfenac sodium","ISTA Pharmaceuticals, Inc."
2195,"Pilopine HS","Pilopine HS (Gel)","pilocarpine hydrochloride","pilocarpine","Ophthalmic","","pilocarpine hydrochloride","ALCON LABORATORIES, INC."
2196,"TIMENTIN","TIMENTIN (Injection, Powder, For Solution)","ticarcillin disodium","ticarcillin","Intravenous","","ticarcillin disodium and clavulanate potassium","GlaxoSmithKline"
2197,"Mupirocin","Mupirocin (Ointment)","Mupirocin","Mupirocin","Topical","DB00410","Mupirocin","Taro Pharmaceuticals U.S.A., Inc."
2198,"Minocycline Hydrochloride","Minocycline Hydrochloride (Capsule)","Minocycline Hydrochloride","Minocycline","Oral","","Minocycline Hydrochloride","Aurobindo Pharma Limited"
2199,"Darvocet A500","Darvocet A500 (Tablet, Film Coated)","propoxyphene napsylate","propoxyphene","Oral","","propoxyphene napsylate and acetaminophen","Xanodyne"
2200,"Guanidine hydrochloride","Guanidine hydrochloride (Tablet)","Guanidine hydrochloride","Guanidine","Oral","","Guanidine hydrochloride","Key Pharmaceuticals, Inc."
2201,"BLEOMYCIN","BLEOMYCIN (Injection, Powder, Lyophilized, For Solution)","bleomycin","bleomycin","Intramuscular","DB00290","BLEOMYCIN","Mayne Pharma (USA) Inc."
2202,"Vistide","Vistide (Injection)","Cidofovir","Cidofovir","Intravenous","DB00369","cidofovir","Gilead Sciences, Inc."
2203,"Propranolol Hydrochloride and Hydrochlorothiazide","Propranolol Hydrochloride and Hydrochlorothiazide (Tablet)","Propranolol Hydrochloride","Propranolol","Oral","","Propranolol Hydrochloride and Hydrochlorothiazide","Mylan Pharmaceuticals Inc."
2204,"Sodium Iodide I-131","Sodium Iodide I-131 (Solution)","Sodium Iodide, I-131","Sodium Iodide, I-131","Oral","","Sodium Iodide, I-131","Mallinckrodt Inc."
2205,"Hexalen","Hexalen (Capsule)","altretamine","altretamine","Oral","DB00488","altretamine","MGI PHARMA, INC."
2206,"Megestrol Acetate","Megestrol Acetate (Tablet)","MEGESTROL ACETATE","MEGESTROL","Oral","","Megestrol Acetate","Roxane Laboratories, Inc."
2207,"PROPINE","PROPINE (Solution)","dipivefrin hydrochloride","dipivefrin","Ophthalmic","","dipivefrin hydrochloride","Allergan, Inc."
2208,"Lactated Ringer's","Lactated Ringer's (Irrigant)","Sodium Chloride","Sodium Chloride","Irrigation","","Sodium chloride, sodium lactate, potassium chloride and calcium chloride","HOSPIRA, INC."
2209,"Econazole Nitrate","Econazole Nitrate (Cream)","Econazole Nitrate","Econazole","Topical","","Econazole Nitrate","Taro Pharmaceuticals U.S.A., Inc."
2210,"Fluconazole","Fluconazole (Tablet)","Fluconazole","Fluconazole","Oral","DB00196","Fluconazole","Ranbaxy Pharmaceuticals Inc."
2211,"Clobetasol Propionate","Clobetasol Propionate (Cream)","Clobetasol Propionate","Clobetasol","Topical","","Clobetasol Propionate","Taro Pharmaceuticals U.S.A., Inc."
2212,"MD-76R","MD-76R (Solution)","Diatrizoate Meglumine","Diatrizoic acid","Intravenous","","Diatrizoate meglumine and Diatrizoate sodium","Mallinckrodt Inc."
